rank,company,revenues,revenue % change,profits,profits % change,assets,market val,change in rank 1000,employees,change in rank 500,year
31,Comcast,80403.00,0.079,8695.00,0.065,180500.00,178258.00,6,"159,000",6,2017
32,IBM,79919.00,-0.031,11872.00,-0.1,117470.00,164251.00,-1,"414,400",-1,2017
33,State Farm Insurance Cos.,76132.00,0.006,350.30,-0.944,256030.00,-,2,"68,234",2,2017
34,Phillips 66,72396.00,-0.169,1555.00,-0.632,51653.00,40954.00,-4,"14,800",-4,2017
35,Johnson & Johnson,71890.00,0.026,16540.00,0.073,141208.00,337642.00,4,"126,400",4,2017
36,Procter & Gamble,71726.00,-0.089,10508.00,0.493,127136.00,229700.00,-2,"105,000",-2,2017
37,Valero Energy,70166.00,-0.142,2289.00,-0.426,46173.00,29746.00,-5,"9,996",-5,2017
38,Target,69495.00,-0.058,2737.00,-0.186,37431.00,30502.00,-,"323,000",-,2017
39,Freddie Mac,65665.00,0.034,7815.00,0.226,2023376.00,1612.00,4,"5,982",4,2017
40,Lowe's,65017.00,0.101,3093.00,0.215,34408.00,70481.00,7,"240,000",7,2017
41,Dell Technologies,64806.00,0.181,-1672.00,-,118206.00,-,-,"138,000",-,2017
42,MetLife,63476.00,-0.093,800.00,-0.849,898764.00,57429.00,-2,"58,000",-2,2017
43,Aetna,63155.00,0.047,2271.00,-0.05,69146.00,44859.00,3,"49,500",3,2017
44,PepsiCo,62799.00,-0.004,6329.00,0.161,74129.00,159763.00,-,"264,000",-,2017
45,Archer Daniels Midland,62346.00,-0.079,1279.00,-0.308,39769.00,26274.00,-4,"31,800",-4,2017
46,UPS,60906.00,0.044,3431.00,-0.292,40377.00,93276.00,2,"335,520",2,2017
47,Intel,59387.00,0.073,10316.00,-0.097,113327.00,170539.00,4,"106,000",4,2017
48,Prudential Financial,58779.00,0.029,4368.00,-0.226,783962.00,45912.00,2,"49,739",2,2017
49,Albertsons Cos.,58734.00,1.159,-502.20,-,23770.00,-,-,"274,000",-,2017
50,United Technologies,57244.00,-0.062,5055.00,-0.336,89706.00,89957.00,-5,"201,600",-5,2017
51,Marathon Petroleum,55858.00,-0.135,1174.00,-0.588,44413.00,26679.00,-9,"44,460",-9,2017
52,Disney,55632.00,0.06,9391.00,0.12,92033.00,179298.00,1,"195,000",1,2017
53,Humana,54379.00,0.002,614.00,-0.519,25396.00,29743.00,-1,"51,600",-1,2017
54,Pfizer,52824.00,0.081,7215.00,0.037,171615.00,203725.00,1,"96,500",1,2017
55,AIG,52367.00,-0.102,-849.00,-1.387,498264.00,61154.00,-6,"56,400",-6,2017
56,Lockheed Martin,50658.00,0.098,5302.00,0.471,47806.00,77557.00,4,"97,000",4,2017
57,Sysco,50367.00,0.035,949.60,0.383,16722.00,28048.00,-,"51,900",-,2017
58,FedEx,50365.00,0.061,1820.00,0.733,46064.00,52178.00,-,"335,767",-,2017
59,Hewlett Packard Enterprise,50123.00,-,3161.00,-,79679.00,39288.00,-,"195,000",-,2017
60,Cisco Systems,49247.00,0.002,10739.00,0.196,121652.00,169266.00,-6,"73,700",-6,2017
61,HP,48238.00,-0.533,2496.00,-0.452,29010.00,30231.00,-41,"49,000",-41,2017
62,Dow Chemical,48158.00,-0.013,4318.00,-0.438,79511.00,77460.00,-6,"56,000",-6,2017
63,HCA Holdings,44747.00,0.027,2890.00,0.357,33758.00,32966.00,-,"210,500",-,2017
64,Coca-Cola,41863.00,-0.055,6527.00,-0.112,87270.00,182153.00,-2,"100,300",-2,2017
65,New York Life Insurance,40787.00,-0.111,1088.10,3.241,287196.00,-,-4,"11,320",-4,2017
66,Centene,40721.00,0.786,562.00,0.583,20197.00,12271.00,58,"30,500",58,2017
67,American Airlines Group,40180.00,-0.02,2676.00,-0.648,51274.00,21326.00,-,"122,300",-,2017
68,Nationwide,40074.00,-0.004,334.30,-0.424,197790.00,-,1,"34,320",1,2017
69,Merck,39807.00,0.008,3920.00,-0.118,95377.00,174454.00,3,"68,000",3,2017
70,Cigna,39668.00,0.047,1867.00,-0.108,59360.00,37604.00,9,"41,000",9,2017
71,Delta Air Lines,39639.00,-0.026,4373.00,-0.034,51261.00,33586.00,-3,"83,756",-3,2017
72,Best Buy,39403.00,-0.009,1228.00,0.369,13856.00,15193.00,-1,"125,000",-1,2017
73,Honeywell International,39302.00,0.019,4809.00,0.009,54146.00,94991.00,2,"131,000",2,2017
74,Caterpillar,38537.00,-0.18,-67.00,-1.032,74704.00,54402.00,-15,"95,400",-15,2017
75,Liberty Mutual Insurance Group,38308.00,-0.029,1006.00,0.957,125592.00,-,-2,"50,000",-2,2017
76,Morgan Stanley,37949.00,0.001,5979.00,-0.024,814949.00,79947.00,2,"55,311",2,2017
77,Massachusetts Mutual Life Insurance,37788.00,-0.012,1273.50,-0.106,271040.00,-,-1,"11,737",-1,2017
78,Goldman Sachs Group,37712.00,-0.038,7398.00,0.216,860165.00,91380.00,-4,"34,400",-4,2017
79,Energy Transfer Equity,37504.00,-0.11,995.00,-0.163,79011.00,21292.00,-14,"30,992",-14,2017
80,TIAA,37105.00,0.055,1492.30,0.229,523194.00,-,2,"12,997",2,2017
81,Oracle,37047.00,-0.031,8901.00,-0.104,112180.00,183556.00,-4,"136,000",-4,2017
82,Tyson Foods,36881.00,-0.109,1768.00,0.449,22373.00,22028.00,-16,"114,000",-16,2017
83,United Continental Holdings,36556.00,-0.035,2263.00,-0.692,40140.00,22225.00,-3,"88,000",-3,2017
84,Allstate,36534.00,0.025,1877.00,-0.135,108610.00,29754.00,-3,"43,275",-3,2017
85,Publix Super Markets,34274.00,0.051,2025.70,0.031,17464.00,-,2,"191,000",2,2017
86,American Express,33823.00,-0.018,5408.00,0.047,158893.00,71193.00,-1,"56,400",-1,2017
87,TJX,33184.00,0.072,2298.20,0.009,12884.00,51053.00,2,"235,000",2,2017
88,Nike,32376.00,0.058,3760.00,0.149,21396.00,92204.00,3,"70,700",3,2017
89,Exelon,31360.00,0.065,1134.00,-0.5,114904.00,33309.00,6,"34,396",6,2017
90,General Dynamics,31353.00,-0.004,2955.00,-0.003,32872.00,56791.00,-2,"98,800",-2,2017
91,Rite Aid,30737.00,0.159,165.50,-0.922,11277.00,4473.00,16,"70,580",16,2017
92,Gilead Sciences,30390.00,-0.069,13501.00,-0.254,56977.00,88788.00,-6,"9,000",-6,2017
93,CHS,30347.00,-0.122,424.20,-0.457,17318.00,-,-9,"12,157",-9,2017
94,3M,30109.00,-0.005,5050.00,0.045,32906.00,114338.00,-1,"91,584",-1,2017
95,Time Warner,29318.00,0.043,3926.00,0.024,65966.00,75660.00,4,"25,000",4,2017
96,Charter Communications,29003.00,1.973,3522.00,-,149067.00,100595.00,196,"91,500",196,2017
97,Northwestern Mutual,28799.00,0.024,818.00,0.004,250441.00,-,3,"5,646",3,2017
98,Facebook,27638.00,0.542,10217.00,1.77,64961.00,410522.00,59,"17,048",59,2017
99,Travelers Cos.,27625.00,0.031,3014.00,-0.124,100245.00,33689.00,6,"30,900",6,2017
100,Capital One Financial,27519.00,0.096,3751.00,-0.074,357033.00,41831.00,12,"47,300",12,2017
101,Twenty-First Century Fox,27326.00,-0.057,2755.00,-0.668,48365.00,59949.00,-5,"21,500",-5,2017
102,USAA,27131.00,0.114,1779.10,-0.217,147290.00,-,12,"29,943",12,2017
103,World Fuel Services,27016.00,-0.111,126.50,-0.275,5413.00,2535.00,-11,"5,000",-11,2017
104,Philip Morris International,26685.00,-0.004,6967.00,0.014,36851.00,175349.00,2,"79,500",2,2017
105,Deere,26644.00,-0.077,1523.90,-0.214,57981.00,34648.00,-8,"56,767",-8,2017
106,Kraft Heinz,26487.00,0.444,3632.00,4.729,120480.00,110528.00,47,"41,000",47,2017
107,Tech Data,26235.00,-0.005,195.10,-0.266,7932.00,3569.00,1,"9,500",1,2017
108,Avnet,26219.00,-0.061,506.50,-0.114,11240.00,5898.00,-6,"17,700",-6,2017
109,Mondelez International,25923.00,-0.125,1659.00,-0.772,61538.00,65676.00,-15,"90,000",-15,2017
110,Macy's,25778.00,-0.048,619.00,-0.423,19851.00,9046.00,-7,"148,300",-7,2017
111,AbbVie,25638.00,0.122,5953.00,0.157,66099.00,103838.00,12,"30,000",12,2017
112,McDonald's,24622.00,-0.031,4686.50,0.035,31024.00,106150.00,-3,"375,000",-3,2017
113,DuPont,24594.00,-0.12,2513.00,0.287,39964.00,69451.00,-12,"46,000",-12,2017
114,Northrop Grumman,24508.00,0.042,2200.00,0.106,25614.00,41577.00,4,"67,000",4,2017
115,ConocoPhillips,24360.00,-0.213,-3615.00,-,89772.00,61692.00,-25,"13,300",-25,2017
116,Raytheon,24069.00,0.035,2211.00,0.066,30052.00,44664.00,4,"63,000",4,2017
117,Andeavor,24005.00,-0.147,734.00,-0.523,20398.00,9515.00,-19,"6,308",-19,2017
118,Arrow Electronics,23825.00,0.023,522.80,0.05,14206.00,6546.00,1,"18,700",1,2017
119,Qualcomm,23554.00,-0.068,5705.00,0.082,52359.00,84694.00,-9,"30,500",-9,2017
120,Progressive,23441.00,0.124,1031.00,-0.187,33428.00,22760.00,17,"31,721",17,2017
121,Duke Energy,23369.00,-0.01,2152.00,-0.236,132761.00,57397.00,-6,"28,798",-6,2017
122,Enterprise Products Partners,23022.00,-0.148,2513.10,-0.003,52194.00,58522.00,-18,"6,800",-18,2017
123,Amgen,22991.00,0.061,7722.00,0.113,77626.00,120830.00,7,"19,200",7,2017
124,US Foods Holding,22919.00,-0.009,209.80,0.252,8945.00,6207.00,-2,"25,000",-2,2017
125,U.S. Bancorp,22744.00,0.058,5888.00,0.002,445964.00,87201.00,6,"71,191",6,2017
126,Aflac,22559.00,0.081,2659.00,0.05,129819.00,29053.00,9,"10,212",9,2017
127,Sears Holdings,22138.00,-0.12,-2221.00,-,9362.00,1231.00,-16,"140,000",-16,2017
128,Dollar General,21987.00,0.079,1251.10,0.074,11672.00,19182.00,11,"121,000",11,2017
129,AutoNation,21609.00,0.036,430.50,-0.027,10060.00,4268.00,7,"26,000",7,2017
130,Community Health Systems,21374.00,-0.058,-1721.00,-,21944.00,1010.00,-5,"108,000",-5,2017
131,Starbucks,21316.00,0.112,2817.70,0.022,14330.00,85092.00,15,"254,000",15,2017
132,Eli Lilly,21222.00,0.063,2737.60,0.137,38806.00,92803.00,9,"41,975",9,2017
133,International Paper,21079.00,-0.058,904.00,-0.036,33345.00,20884.00,-6,"55,000",-6,2017
134,Tenet Healthcare,21070.00,0.048,-192.00,-,24701.00,1777.00,6,"116,475",6,2017
135,Abbott Laboratories,20853.00,0.009,1400.00,-0.683,52666.00,76740.00,3,"75,000",3,2017
136,Dollar Tree,20719.00,0.337,896.20,2.174,15702.00,18540.00,44,"116,050",44,2017
137,Whirlpool,20718.00,-0.008,888.00,0.134,19153.00,12762.00,-3,"93,000",-3,2017
138,Southwest Airlines,20425.00,0.031,2244.00,0.029,23286.00,33076.00,4,"53,536",4,2017
139,Emerson Electric,20268.00,-0.091,1635.00,-0.397,21743.00,38614.00,-11,"103,500",-11,2017
140,Staples,20217.00,-0.04,-1497.00,-4.948,8271.00,5723.00,-8,"61,503",-8,2017
141,Plains GP Holdings,20182.00,-0.128,94.00,-0.203,26103.00,9127.00,-20,"5,100",-20,2017
142,Penske Automotive Group,20143.00,0.04,342.90,0.052,8861.00,4001.00,1,"24,000",1,2017
143,Union Pacific,19941.00,-0.086,4233.00,-0.113,55718.00,85911.00,-14,"42,919",-14,2017
144,Danaher,19912.00,-0.048,2553.70,-0.239,45295.00,59359.00,-11,"62,000",-11,2017
145,Southern,19896.00,0.138,2448.00,0.034,109697.00,49335.00,17,"32,015",17,2017
146,ManpowerGroup,19654.00,0.017,443.70,0.058,7574.00,6938.00,-2,"28,000",-2,2017
147,Bristol-Myers Squibb,19427.00,0.173,4457.00,1.848,33707.00,89591.00,21,"25,000",21,2017
148,Altria Group,19337.00,0.026,14239.00,1.717,45932.00,138513.00,1,"8,300",1,2017
149,Fluor,19037.00,0.051,281.40,-0.318,9216.00,7353.00,6,"61,551",6,2017
150,Kohl's,18686.00,-0.027,556.00,-0.174,13574.00,6862.00,-5,"85,000",-5,2017
151,Lear,18558.00,0.019,975.10,0.308,9901.00,9726.00,3,"148,400",3,2017
152,Jabil,18353.00,0.025,254.10,-0.105,10323.00,5270.00,6,"138,000",6,2017
153,Hartford Financial Services Group,18300.00,-0.004,896.00,-0.467,223432.00,17795.00,-1,"16,900",-1,2017
154,Thermo Fisher Scientific,18274.00,0.077,2021.80,0.023,45908.00,59964.00,10,"54,800",10,2017
155,Kimberly-Clark,18202.00,-0.021,2166.00,1.138,14602.00,46828.00,-4,"42,000",-4,2017
156,Molina Healthcare,17782.00,0.254,52.00,-0.636,7449.00,2601.00,45,"21,000",45,2017
157,PG&E Corp.,17666.00,0.049,1393.00,0.594,68598.00,33696.00,9,"24,000",9,2017
158,Supervalu,17529.00,-0.016,178.00,-0.073,4370.00,1033.00,2,"38,000",2,2017
159,Cummins,17509.00,-0.084,1394.00,-0.004,15011.00,25397.00,-11,"55,400",-11,2017
160,CenturyLink,17470.00,-0.024,626.00,-0.287,47017.00,12883.00,-1,"40,000",-1,2017
161,AECOM,17411.00,-0.032,96.10,-,13727.00,5528.00,-5,"87,000",-5,2017
162,Xerox,17126.00,-0.082,-477.00,-2.006,18145.00,7462.00,-12,"133,600",-12,2017
163,Marriott International,17072.00,0.179,780.00,-0.092,24140.00,36124.00,32,"226,500",32,2017
164,Paccar,17033.00,-0.109,521.70,-0.675,20639.00,23604.00,-17,"23,000",-17,2017
165,General Mills,16563.00,-0.061,1697.40,0.39,21712.00,33998.00,-4,"39,000",-4,2017
166,PNC Financial Services Group,16423.00,0.009,3903.00,-0.049,366380.00,58455.00,5,"50,683",5,2017
167,American Electric Power,16380.00,-0.031,610.90,-0.702,63468.00,33009.00,-2,"17,634",-2,2017
168,Icahn Enterprises,16348.00,0.07,-1128.00,-,33335.00,7989.00,16,"90,980",16,2017
169,Nucor,16208.00,-0.014,796.30,1.226,15224.00,19051.00,1,"23,900",1,2017
170,NextEra Energy,16155.00,-0.076,2912.00,0.058,89993.00,60099.00,-7,"14,700",-7,2017
171,Performance Food Group,16105.00,0.055,68.30,0.209,3455.00,2464.00,14,"13,000",14,2017
172,PBF Energy,15920.00,0.213,170.80,0.167,7622.00,2431.00,45,"3,165",45,2017
173,Halliburton,15887.00,-0.328,-5763.00,-,27000.00,42662.00,-56,"50,000",-56,2017
174,CarMax,15833.00,0.064,623.40,0.044,14482.00,11081.00,17,"22,429",17,2017
175,Freeport-McMoRan,15789.00,-0.006,-4154.00,-,37317.00,19310.00,-,"30,000",-,2017
176,Whole Foods Market,15724.00,0.022,507.00,-0.054,6341.00,9468.00,5,"73,515",5,2017
177,Bank of New York Mellon,15683.00,0.01,3547.00,0.123,333469.00,48913.00,2,"52,000",2,2017
178,Gap,15516.00,-0.018,676.00,-0.265,7610.00,9712.00,-1,"135,000",-1,2017
179,Omnicom Group,15417.00,0.019,1148.60,0.05,23165.00,20219.00,7,"78,500",7,2017
180,Genuine Parts,15340.00,0.004,687.20,-0.026,8859.00,13712.00,3,"40,000",3,2017
181,DaVita,15197.00,0.069,879.90,2.262,18741.00,13227.00,19,"70,300",19,2017
182,Colgate-Palmolive,15195.00,-0.052,2441.00,0.764,12123.00,64715.00,-8,"36,700",-8,2017
183,PPG Industries,15178.00,-0.01,877.00,-0.376,15769.00,26970.00,-1,"47,000",-1,2017
184,Goodyear Tire & Rubber,15158.00,-0.078,1264.00,3.117,16511.00,9070.00,-15,"66,000",-15,2017
185,Synchrony Financial,15122.00,0.11,2251.00,0.017,90207.00,27810.00,-,"15,000",-,2017
186,DISH Network,15095.00,0.002,1449.90,0.941,28092.00,29547.00,1,"16,000",1,2017
187,Visa,15082.00,0.087,5991.00,-0.053,64035.00,206242.00,17,"14,200",17,2017
188,Nordstrom,14757.00,0.022,354.00,-0.41,7858.00,7770.00,9,"72,500",9,2017
189,INTL FCStone,14755.00,-0.575,54.70,-0.018,5951.00,708.00,-106,"1,464",-106,2017
190,WestRock,14706.00,0.292,-396.30,-1.782,23038.00,13029.00,61,"39,000",61,2017
191,XPO Logistics,14619.00,0.918,69.00,-,11698.00,5338.00,162,"87,000",162,2017
192,Aramark,14416.00,0.006,287.80,0.22,10582.00,9081.00,7,"217,250",7,2017
193,CBS,14386.00,0.036,1261.00,-0.108,24238.00,28405.00,10,"18,410",10,2017
194,AES,14287.00,-0.045,-1130.00,-4.693,36119.00,7371.00,-4,"19,000",-4,2017
195,WellCare Health Plans,14237.00,0.025,242.10,1.041,6153.00,6212.00,7,"7,400",7,2017
196,FirstEnergy,14156.00,-0.031,-6177.00,-,43148.00,14118.00,-8,"15,707",-8,2017
197,Conagra Brands,14134.00,-0.108,-677.00,-,13391.00,17557.00,-21,"20,900",-21,2017
198,Synnex,14062.00,0.054,234.90,0.127,5223.00,4469.00,14,"110,000",14,2017
199,CDW,13982.00,0.076,424.40,0.053,6948.00,9197.00,21,"8,516",21,2017
200,Textron,13788.00,0.027,962.00,0.38,15358.00,12851.00,9,"36,000",9,2017
201,Waste Management,13609.00,0.05,1182.00,0.57,20859.00,32216.00,20,"41,200",20,2017
202,Illinois Tool Works,13599.00,0.014,2035.00,0.072,15201.00,45791.00,9,"50,000",9,2017
203,Office Depot,13585.00,-0.062,529.00,-,5540.00,2402.00,-7,"38,000",-7,2017
204,Monsanto,13502.00,-0.1,1336.00,-0.423,19736.00,49644.00,-15,"22,450",-15,2017
205,Cognizant Technology Solutions,13487.00,0.086,1553.00,-0.043,14262.00,36226.00,25,"260,200",25,2017
206,Texas Instruments,13370.00,0.028,3595.00,0.204,16431.00,80531.00,13,"29,865",13,2017
207,Lincoln National,13330.00,-0.018,1192.00,0.033,261627.00,14760.00,-2,"9,057",-2,2017
208,Newell Brands,13264.00,1.221,527.80,0.508,33838.00,22787.00,226,"53,400",226,2017
209,Land O'Lakes,13233.00,0.006,244.90,-0.204,8305.00,-,6,"10,000",6,2017
210,Marsh & McLennan,13211.00,0.025,1768.00,0.106,18190.00,38078.00,12,"60,000",12,2017
211,Ecolab,13153.00,-0.029,1229.60,0.227,18330.00,36356.00,-5,"47,565",-5,2017
212,C.H. Robinson Worldwide,13144.00,-0.025,513.40,0.007,3688.00,10958.00,-4,"14,125",-4,2017
213,Loews,13105.00,-0.023,654.00,1.515,76594.00,15747.00,-3,"15,800",-3,2017
214,CBRE Group,13072.00,0.204,572.00,0.045,10780.00,11753.00,45,"75,000",45,2017
215,Kinder Morgan,13058.00,-0.093,708.00,1.798,80305.00,48533.00,-17,"11,121",-17,2017
216,Kellogg,13014.00,-0.038,694.00,0.13,15111.00,25417.00,-9,"37,369",-9,2017
217,Western Digital,12994.00,-0.108,242.00,-0.835,32862.00,23775.00,-23,"72,878",-23,2017
218,Guardian Life Ins. Co. of America,12919.00,0.023,263.90,-0.357,70339.00,-,8,"8,876",8,2017
219,Ross Stores,12867.00,0.078,1117.70,0.095,5309.00,25814.00,18,"78,600",18,2017
220,L Brands,12574.00,0.035,1158.10,-0.076,8170.00,13426.00,14,"59,100",14,2017
221,J.C. Penney,12547.00,-0.006,1.00,-,9314.00,1901.00,7,"106,000",7,2017
222,Farmers Insurance Exchange,12513.00,-0.009,-147.90,-,16057.00,-,5,"13,309",5,2017
223,Reynolds American,12503.00,0.171,6073.00,0.867,51095.00,89862.00,43,"5,525",43,2017
224,Viacom,12488.00,-0.059,1438.00,-0.252,22508.00,18503.00,-11,"9,650",-11,2017
225,Becton Dickinson,12483.00,0.214,976.00,0.404,25586.00,39041.00,53,"50,928",53,2017
226,Micron Technology,12399.00,-0.234,-276.00,-1.095,27540.00,31972.00,-53,"31,400",-53,2017
227,Principal Financial,12394.00,0.036,1316.50,0.067,228014.00,18143.00,9,"14,854",9,2017
228,Arconic,12394.00,-0.45,-941.00,-,20038.00,11604.00,-102,"41,500",-102,2017
229,NRG Energy,12351.00,-0.158,-774.00,-,30355.00,5911.00,-36,"8,763",-36,2017
230,VF,12207.00,-0.014,1074.10,-0.128,9739.00,22786.00,1,"69,000",1,2017
231,Devon Energy,12197.00,-0.072,-3302.00,-,25913.00,21886.00,-15,"3,545",-15,2017
232,D.R. Horton,12157.00,0.123,886.30,0.181,11559.00,12438.00,28,"6,976",28,2017
233,Bed Bath & Beyond,12104.00,0.019,841.50,-0.121,6499.00,5931.00,5,"62,000",5,2017
234,Consolidated Edison,12075.00,-0.038,1245.00,0.044,48255.00,23708.00,-5,"14,960",-5,2017
235,Edison International,11869.00,0.03,1311.00,0.285,51319.00,25938.00,11,"12,390",11,2017
236,Sherwin-Williams,11856.00,0.046,1132.70,0.075,6753.00,28891.00,17,"42,550",17,2017
237,NGL Energy Partners,11742.00,-0.301,-198.90,-6.332,5560.00,2686.00,-70,"3,200",-70,2017
238,Dominion Energy,11737.00,0.005,2123.00,0.118,71610.00,48732.00,5,"16,200",5,2017
239,Ameriprise Financial,11735.00,-0.038,1314.00,-0.159,139821.00,19953.00,-7,"13,195",-7,2017
240,ADP,11668.00,0.017,1492.50,0.028,43670.00,45963.00,8,"57,000",8,2017
241,Hilton Worldwide Holdings,11663.00,0.035,348.00,-0.752,26211.00,19276.00,13,"169,000",13,2017
242,First Data,11584.00,0.012,420.00,-,40292.00,14224.00,7,"24,000",7,2017
243,Henry Schein,11572.00,0.089,506.80,0.058,6730.00,13461.00,25,"21,000",25,2017
244,"Toys ""R"" Us",11540.00,-0.022,-36.00,-,6908.00,-,-4,"64,000",-4,2017
245,BB&T Corp.,11538.00,0.115,2426.00,0.164,219276.00,36141.00,28,"37,500",28,2017
246,Reinsurance Group of America,11522.00,0.106,701.40,0.397,53098.00,8169.00,25,"2,371",25,2017
247,Core-Mark Holding,11507.00,0.299,54.20,0.052,1497.00,1445.00,70,"7,688",70,2017
248,Biogen,11449.00,0.064,3702.80,0.044,22877.00,59046.00,15,"7,400",15,2017
249,Las Vegas Sands,11410.00,-0.024,1670.00,-0.151,20469.00,45313.00,-8,"49,000",-8,2017
250,Stanley Black & Decker,11407.00,0.017,965.30,0.092,15635.00,20280.00,6,"54,023",6,2017
251,Parker-Hannifin,11361.00,-0.106,806.80,-0.203,12057.00,21370.00,-27,"48,950",-27,2017
252,Stryker,11325.00,0.139,1647.00,0.145,20435.00,49115.00,35,"33,000",35,2017
253,Estee Lauder,11262.00,0.045,1114.60,0.024,9223.00,31068.00,8,"46,000",8,2017
254,Celgene,11229.00,0.213,1999.20,0.248,28086.00,96802.00,51,"7,132",51,2017
255,BlackRock,11155.00,-0.022,3172.00,-0.052,220177.00,62225.00,-5,"13,000",-5,2017
256,Xcel Energy,11107.00,0.007,1123.40,0.141,41155.00,22546.00,1,"11,476",1,2017
257,CSX,11069.00,-0.063,1714.00,-0.129,35414.00,43126.00,-18,"26,628",-18,2017
258,Unum Group,11047.00,0.029,931.40,0.074,61942.00,10749.00,7,"9,400",7,2017
259,Jacobs Engineering Group,10964.00,-0.095,210.50,-0.305,7360.00,6693.00,-24,"49,350",-24,2017
260,Lennar,10950.00,0.156,911.80,0.136,15362.00,12002.00,41,"8,335",41,2017
261,Group 1 Automotive,10888.00,0.024,147.10,0.565,4462.00,1584.00,6,"13,500",6,2017
262,Leucadia National,10875.00,-0.069,130.00,-0.542,45071.00,9355.00,-20,"13,000",-20,2017
263,Entergy,10846.00,-0.058,-583.60,-,45904.00,13685.00,-16,"13,513",-16,2017
264,PayPal Holdings,10842.00,0.172,1401.00,0.141,33103.00,51650.00,43,"18,100",43,2017
265,Applied Materials,10825.00,0.121,1721.00,0.25,14588.00,42005.00,30,"16,150",30,2017
266,Voya Financial,10782.00,-0.049,-428.00,-2.048,214235.00,7191.00,-14,"6,700",-14,2017
267,Mastercard,10776.00,0.115,4059.00,0.066,18675.00,121234.00,27,"11,900",27,2017
268,Priceline Group,10743.00,0.165,2135.00,-0.163,19839.00,87522.00,40,"18,500",40,2017
269,Liberty Interactive,10647.00,0.066,1235.00,0.421,20355.00,9101.00,15,"21,080",15,2017
270,AutoZone,10636.00,0.044,1241.00,0.07,8600.00,20540.00,10,"66,780",10,2017
271,State Street Corp.,10635.00,-0.012,2143.00,0.082,242698.00,30406.00,-7,"33,783",-7,2017
272,DTE Energy,10630.00,0.028,868.00,0.194,32041.00,18317.00,2,"10,000",2,2017
273,L3 Technologies,10597.00,-0.083,710.00,-,11865.00,12859.00,-28,"38,000",-28,2017
274,HollyFrontier,10536.00,-0.204,-260.50,-1.352,9436.00,5048.00,-60,"2,676",-60,2017
275,Praxair,10534.00,-0.022,1500.00,-0.03,19332.00,33834.00,-13,"26,498",-13,2017
